created_in,entry_id,PM1.0_CF_ATM_ug/m3,PM2.5_CF_ATM_ug/m3,PM10.0_CF_ATM_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_CF_1_ug/m3
2017-12-15 04:00-05:00,62285.0,30.994444444444444,47.565111111111115,56.476,396.0,-49.86666666666667,67.57777777777778,34.24444444444445,39.931555555555555
2017-12-15 05:00-06:00,62330.0,31.43111111111111,48.08444444444444,57.245555555555555,96.42222222222222,-49.666666666666664,67.0,36.06666666666667,40.53777777777778
2017-12-15 06:00-07:00,62375.0,33.446,51.92066666666667,61.81977777777778,78.66666666666667,-49.68888888888889,65.84444444444445,37.8,42.258
2017-12-15 07:00-08:00,62420.0,36.080888888888886,55.93822222222222,66.42311111111111,138.66666666666666,-49.6,63.48888888888889,41.13333333333333,44.51844444444445
2017-12-15 08:00-09:00,62465.0,39.86577777777778,61.089777777777776,72.31444444444445,198.66666666666666,-49.355555555555554,62.355555555555554,43.6,46.89644444444444
2017-12-15 09:00-10:00,62510.0,41.82266666666666,66.0868888888889,81.68555555555555,258.6666666666667,-49.422222222222224,62.55555555555556,43.8,48.81444444444445
2017-12-15 10:00-11:00,62555.0,42.602222222222224,66.01844444444444,78.59955555555555,29.333333333333332,-49.51111111111111,63.266666666666666,43.15555555555556,49.11222222222222
2017-12-15 11:00-12:00,62600.0,46.67022222222222,72.49377777777778,86.158,89.33333333333333,-49.77777777777778,63.666666666666664,42.422222222222224,51.169555555555554
2017-12-15 12:00-13:00,62645.0,47.431777777777775,73.33533333333334,88.332,149.33333333333334,-49.6,63.13333333333333,43.333333333333336,51.57022222222222
2017-12-15 13:00-14:00,62690.0,51.43044444444445,80.15555555555555,95.14466666666667,209.33333333333334,-49.86666666666667,62.46666666666667,44.577777777777776,54.27755555555556
2017-12-15 14:00-15:00,62735.0,53.68577777777778,83.26355555555556,99.104,269.3333333333333,-49.577777777777776,61.577777777777776,46.75555555555555,55.57622222222222
2017-12-15 15:00-16:00,62779.5,51.898863636363636,80.5,95.56045454545455,328.65909090909093,-49.43181818181818,62.06818181818182,46.68181818181818,54.462272727272726
2017-12-15 16:00-17:00,62824.0,50.07644444444445,76.08488888888888,88.80199999999999,389.3333333333333,-49.8,65.66666666666667,42.77777777777778,51.97622222222222
2017-12-15 17:00-18:00,62869.5,52.865434782608695,76.96347826086956,87.21695652173914,144.82608695652175,-51.02173913043478,79.32608695652173,31.17391304347826,52.217608695652174
2017-12-15 18:00-19:00,62915.0,50.61,74.13511111111112,84.19644444444444,72.0,-52.266666666666666,71.35555555555555,36.577777777777776,50.88377777777778
2017-12-15 19:00-20:00,62959.5,50.17613636363637,73.98568181818182,83.70340909090909,22.977272727272727,-51.97727272727273,70.06818181818181,37.90909090909091,51.82090909090909
2017-12-15 20:00-21:00,63004.0,50.651555555555554,73.81755555555556,83.90177777777778,53.333333333333336,-50.355555555555554,70.66666666666667,37.71111111111111,50.742666666666665
2017-12-15 21:00-22:00,63049.5,50.6395652173913,72.71021739130435,82.39478260869565,31.695652173913043,-49.93478260869565,71.6304347826087,37.32608695652174,51.11673913043478
2017-12-15 22:00-23:00,63087.0,45.608620689655176,66.67448275862068,76.30620689655173,14.551724137931034,-50.172413793103445,72.34482758620689,35.310344827586206,51.035172413793106
2017-12-15 23:00-00:00,63124.0,40.38133333333333,60.59511111111111,70.65266666666666,42.666666666666664,-49.93333333333333,72.55555555555556,35.31111111111111,45.67977777777778
2017-12-16 00:00-01:00,63168.5,35.937045454545455,53.63090909090909,62.136818181818185,20.204545454545453,-52.5,70.54545454545455,40.13636363636363,43.6525
2017-12-16 01:00-02:00,63213.0,23.470222222222223,36.43822222222222,43.714888888888886,73.33333333333333,-52.55555555555556,69.35555555555555,47.333333333333336,33.57333333333333
2017-12-16 02:00-03:00,63258.0,18.644666666666666,29.051333333333332,35.09,133.33333333333334,-75.93333333333334,68.06666666666666,50.577777777777776,28.365555555555556
2017-12-16 03:00-04:00,63303.0,16.180444444444444,25.445333333333334,30.937555555555555,193.33333333333334,-75.75555555555556,67.13333333333334,53.77777777777778,25.30666666666667
2017-12-16 04:00-05:00,63348.0,17.551555555555556,27.910222222222224,33.93644444444445,253.33333333333334,-74.0,66.68888888888888,54.355555555555554,27.71311111111111
2017-12-16 05:00-06:00,63393.0,20.863333333333333,33.218444444444444,41.148,313.3333333333333,-76.28888888888889,67.02222222222223,52.53333333333333,31.655333333333335
2017-12-16 06:00-07:00,63437.0,23.43627906976744,36.51093023255814,45.13232558139535,373.06976744186045,-77.23255813953489,65.4186046511628,53.604651162790695,33.725116279069766
2017-12-16 07:00-08:00,63481.0,22.066666666666666,34.04666666666667,41.074222222222225,433.3333333333333,-76.66666666666667,65.0,52.15555555555556,31.827333333333332
2017-12-16 08:00-09:00,63526.0,14.122222222222222,22.726222222222223,28.270222222222223,493.3333333333333,-76.62222222222222,64.73333333333333,52.06666666666667,22.726222222222223
2017-12-16 09:00-10:00,63571.0,16.18711111111111,25.780444444444445,31.85511111111111,553.3333333333334,-77.2,64.13333333333334,52.53333333333333,25.594
2017-12-16 10:00-11:00,63616.0,22.23288888888889,33.66,40.907111111111114,613.3333333333334,-77.68888888888888,62.422222222222224,54.644444444444446,32.379333333333335
2017-12-16 11:00-12:00,63661.0,14.758666666666667,21.11422222222222,24.395555555555557,673.3333333333334,-77.17777777777778,62.044444444444444,49.4,21.092
2017-12-16 12:00-13:00,63706.0,4.633333333333334,7.2028888888888885,8.538666666666666,733.3333333333334,-77.66666666666667,63.6,41.15555555555556,7.2028888888888885
2017-12-16 13:00-14:00,63751.0,3.3144444444444443,5.201333333333333,6.000666666666667,793.3333333333334,-77.57777777777778,63.111111111111114,37.111111111111114,5.201333333333333
2017-12-16 14:00-15:00,63796.0,2.6624444444444446,4.238222222222222,4.941333333333334,853.3333333333334,-77.13333333333334,63.48888888888889,34.733333333333334,4.238222222222222
2017-12-16 15:00-16:00,63841.0,1.9244444444444444,3.006222222222222,3.477333333333333,913.3333333333334,-77.62222222222222,63.22222222222222,31.355555555555554,3.006222222222222
2017-12-16 16:00-17:00,63885.5,1.1786363636363637,2.0204545454545455,2.356590909090909,973.8181818181819,-77.43181818181819,73.79545454545455,24.181818181818183,2.0204545454545455
2017-12-16 17:00-18:00,63930.0,0.8884444444444445,1.4293333333333333,1.7217777777777779,1033.3333333333333,-77.57777777777778,86.35555555555555,15.044444444444444,1.4293333333333333
2017-12-16 18:00-19:00,63975.0,0.4762222222222222,1.0046666666666666,1.5684444444444445,1093.3333333333333,-76.42222222222222,70.77777777777777,18.91111111111111,1.0046666666666666
2017-12-16 19:00-20:00,64020.0,0.42133333333333334,0.7702222222222223,1.0137777777777779,1153.3333333333333,-74.57777777777778,71.0,19.933333333333334,0.7702222222222223
2017-12-16 20:00-21:00,64065.0,0.582,0.9551111111111111,1.2835555555555556,1213.3333333333333,-74.5111111111111,70.31111111111112,20.066666666666666,0.9551111111111111
2017-12-16 21:00-22:00,64110.0,0.6573333333333333,1.0117777777777779,1.312888888888889,1273.3333333333333,-74.22222222222223,71.42222222222222,19.733333333333334,1.0117777777777779
2017-12-16 22:00-23:00,64155.0,0.6177777777777778,0.9164444444444444,1.1933333333333334,1333.3333333333333,-77.11111111111111,71.06666666666666,20.0,0.9164444444444444
2017-12-16 23:00-00:00,64200.0,0.5093333333333333,0.8797777777777778,1.1113333333333333,1393.3333333333333,-77.8,71.0,19.8,0.8797777777777778
